,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER
16917,Python,,SQL,,,,Javascript,,,Bash,,,
16918,Python,R,,,,,,,,,,,
16919,Python,,,,,,,,,,MATLAB,,
16920,Python,,,C,C++,,,,,Bash,,,
16921,Python,,,,,,,,,,,,
16922,Python,,,C,C++,,Javascript,,,Bash,,,
16923,Python,,,,,,,,,,,,
16924,,,,,,,,,,,,,
16925,Python,,,,,,Javascript,,,,,,
16926,Python,,SQL,,,,,,,,,,
16927,Python,,,,,Java,Javascript,,,,,,
16928,,,,C,C++,,,,,,,,
16929,,R,,,C++,Java,,,,,,,
16930,,,,,,,,,,,,,
16931,Python,,,,,,,,,,,,
16932,Python,R,SQL,,,,,,,Bash,,,
16933,,,,,,,,,,,,,
16934,Python,,,,,,Javascript,,,,,,Other
16935,Python,,,C,C++,,,,,,,,
16936,Python,,,,,,,,,,,,
16937,Python,,,C,C++,Java,,,,,MATLAB,,
16938,Python,,SQL,,,,,,,,,,
16939,Python,,SQL,,,,Javascript,,,,,,
16940,Python,,,C,,,,,,,,,
16941,Python,R,,,,,,,,,MATLAB,,
16942,Python,,,C,C++,,,,,,MATLAB,,
16943,Python,,SQL,,,,,,,,,,
16944,Python,,,,,,,,,,,,
16945,Python,R,SQL,,,,,,,,,,
16946,Python,R,SQL,,C++,,,,,,,,
16947,Python,,SQL,,,Java,,,,,,,
16948,Python,,,,,,,,,,,,
16949,Python,,,,,,,,,,,,
16950,Python,,SQL,,C++,,,,,,,,
16951,Python,R,SQL,,,,,,,,,,
16952,Python,R,SQL,,,,,,,,,,
16953,Python,,,,,,,,,,,,
16954,Python,,,,,,,,,,,,
16955,Python,,SQL,,,,Javascript,,,Bash,,,
16956,Python,R,,,,,,,,,,,
16957,Python,,,C,C++,,,,,,,,
16958,Python,,SQL,,,,,,,Bash,,,Other
16959,Python,,,,,,,,,,,,
16960,Python,R,SQL,,,,,,,,,,Other
16961,Python,,,,,,,,,,,,
16962,Python,,,,C++,Java,Javascript,,,,,,
16963,Python,R,SQL,,,,,,,,,,
16964,,R,,,,,,,,,,,Other
16965,,,,,,,,,,,,,
16966,Python,,SQL,,,,Javascript,,,Bash,,,
16967,Python,R,SQL,,C++,Java,,,,,,,
16968,Python,R,SQL,,,,,,,Bash,,,
16969,,,,,,,,,,,,,
16970,Python,R,,,,,,,,,,,
16971,Python,R,SQL,C,C++,,,,,,,,
16972,Python,R,,,,,,,,,,,
16973,Python,,,C,,,Javascript,,,,,,
16974,Python,,,C,C++,,Javascript,,,,,,
16975,Python,,,,,,,,,,MATLAB,,
16976,,,,,,,,,,,,,
16977,Python,R,SQL,,,,,,,,,,
16978,Python,,,,,,,Julia,,Bash,,,
16979,Python,,,,,,,,,,,,Other
16980,,,,,,Java,,,,,,,
16981,Python,R,SQL,,,,Javascript,,,,,,
16982,Python,,SQL,C,C++,,,,,,,,
16983,,,,,,Java,,,,,,,
16984,,,,,,,,,,,,,
16985,Python,R,,,,,,,,,,,Other
16986,Python,,SQL,C,,,,,,,MATLAB,,
16987,Python,R,,,,,,,,,,,
16988,Python,,,,C++,,,,,,,,
16989,Python,,SQL,,,Java,Javascript,,,,,,
16990,Python,,SQL,,,,,,,Bash,,,
16991,,,SQL,,,,,,,,,,
16992,Python,R,SQL,,,,,,,,,,
16993,Python,,,,,Java,,,,,,,
16994,,,,,,Java,,,,,,,
16995,Python,,SQL,C,C++,,Javascript,,,,,,
16996,Python,,,,C++,,,,,Bash,MATLAB,,
16997,Python,,SQL,,,,,,,,,,
16998,Python,R,,,,,,,,,,,
16999,Python,R,SQL,C,,Java,Javascript,,,,MATLAB,,Other
17000,Python,R,SQL,,C++,,,,,,,,
17001,Python,,,,,,,,,,,,
17002,Python,,,C,,,,,,,MATLAB,,
17003,Python,,SQL,,,,,,,,,,
17004,Python,R,SQL,,,,,,,,,,
17005,Python,,SQL,C,,Java,,,,,,,
17006,Python,,,,,,,,,,,,
17007,,,,,,,,,,,,,
17008,Python,,SQL,,C++,Java,,,,Bash,,,
17009,Python,,SQL,C,,Java,,,,,,,Other
17010,Python,,,,,,,,,,,,
17011,,,,,,,,,,,,,
17012,Python,R,SQL,,C++,,,,,,,,
17013,Python,,,,,Java,Javascript,,,,,,Other
17014,Python,,SQL,,,,,,,,,,
17015,Python,,,,C++,,,,,,,,
17016,,,SQL,,,,,,,,,,Other
17017,Python,,SQL,,,,,,,,,,
17018,Python,,,,,,,,,,,,
17019,Python,,,,,,,,,,,,
17020,,,,,,,,,,,,,
17021,Python,R,,,,Java,,,,,,,
17022,Python,,SQL,,,,,,,Bash,,,Other
17023,Python,,,,,,,,,,,,
17024,Python,,,,,,,,,,,,
17025,Python,,SQL,,,Java,Javascript,,,,,,Other
17026,Python,R,,,,,,,,,MATLAB,,
17027,Python,,,,,,Javascript,,,Bash,,,
17028,Python,,,,,,,,,,,,
17029,,,,,,,,,,,,,
17030,Python,,SQL,,,Java,Javascript,,,,,,
17031,Python,,SQL,,,,,,,,,,
17032,,,,,,,,,Swift,,,,Other
17033,Python,,SQL,,,,,,,,,,
17034,,,,,,,,,,,,,
17035,Python,,,,,,,,,,,,
17036,Python,,,C,,,,,,,,,
17037,Python,,SQL,,,,,,,,,,
17038,,,,,,,,,,,,,
17039,Python,,SQL,,,Java,,,,,,,
17040,,,SQL,,,,,,,,,,
17041,Python,,SQL,,,Java,,,,,,,
17042,,,,,,,,,,,,,
17043,Python,,,,,,,,,,,,
17044,Python,,SQL,,,Java,Javascript,,,Bash,,,
17045,Python,,,,,,,,,,,,
17046,Python,R,,,,,,,,,MATLAB,,
17047,Python,,SQL,,,,,,,,,,
17048,Python,,,C,C++,,,,,,,,
17049,Python,,,,C++,,,,,,,,
17050,Python,,,,,,Javascript,,,,,,
17051,,,,,,,,,,,,,
17052,Python,R,SQL,,,,,Julia,,,,,Other
17053,Python,,,,C++,,Javascript,,,,,,
17054,Python,,,,,,Javascript,,,,,,
17055,Python,,,,,,,,,,,,
17056,Python,,,,,Java,Javascript,,,,,,
17057,Python,R,,,,,,,,,,,
17058,Python,,,,C++,,,,,,,,
17059,,,,,,,,,,,,,
17060,Python,R,,C,,,,,,,,,
17061,Python,,SQL,,,,,,,,,,
17062,Python,,,C,,,,,,,MATLAB,,
17063,Python,,,,,,,,,,,,
17064,Python,,SQL,,,,,,,,,,
17065,Python,,,,,,,,,,,,
17066,Python,R,,,,,,,,,MATLAB,,
17067,Python,R,SQL,,,,Javascript,,,Bash,,,Other
17068,,,,,,,,,,,,,
17069,Python,,,,,,,,,,,,
17070,Python,R,SQL,,,,,,,,MATLAB,,
17071,Python,,SQL,C,C++,Java,,,,,,,
17072,Python,,,C,C++,,,,,,,,
17073,Python,,,,C++,Java,,,,,,,
17074,Python,,,,,,,,,,,,
17075,Python,,,,,,Javascript,,,,,,
17076,Python,R,,,,,,,,,,,
17077,,,,,,,,,,,,,
17078,Python,,,,,,,,,,,,
17079,Python,,,,,,,,,,,,
17080,Python,,,C,,,,,,,,,
17081,Python,R,SQL,,,,,,,Bash,,,
17082,,,SQL,,,,,,,,,,
17083,Python,,SQL,C,C++,,,,,,,,
17084,Python,,,,,,,,,,,,Other
17085,Python,,SQL,,,,,,,,,,
17086,Python,,SQL,C,C++,Java,,,,,,,
17087,Python,,,C,C++,Java,Javascript,,,,,,
17088,Python,,SQL,,,,,,,,,,
17089,Python,R,SQL,C,C++,Java,Javascript,,,,,,
17090,Python,R,SQL,,,,,,,Bash,,,
17091,,,,,,,,,,,,,
17092,Python,,,,C++,,,,,,MATLAB,,
17093,Python,,,C,,,,,Swift,Bash,,,
17094,Python,,SQL,C,C++,Java,,,,,,,
17095,Python,R,,,,,,,,,MATLAB,,
17096,Python,,SQL,,,,Javascript,,,,,,
17097,Python,,,,C++,Java,,,,,,,
17098,,,SQL,,,,,,,,,,Other
17099,Python,,,,,Java,,,,,MATLAB,,
17100,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,
17101,Python,,,,,,,,,,,,
17102,,R,,,,,,,,,,,
17103,Python,,,,,,,,,,,,
17104,Python,,,,C++,,Javascript,,,,,,
17105,Python,R,,,,,,,,,MATLAB,,
17106,Python,,,,,,,,,,,,
17107,Python,,,,,,,,,,,,
17108,,R,SQL,,,,,,,,,,
17109,,,,,,,,,,,,None,
17110,Python,R,,,,,,,,,,,
17111,Python,R,,,C++,,,,,Bash,,,
17112,,R,SQL,,,,,,,,,,
17113,,R,,,,,,,,,MATLAB,,
17114,,,,,,,,,,,,,
17115,Python,,,,,Java,,,,,,,
17116,Python,,SQL,,,Java,,,,,,,
17117,Python,,,C,,,,,,,MATLAB,,
17118,,,,,C++,,,,,,,,
17119,Python,,SQL,,,,,,,Bash,,,Other
17120,,R,SQL,,,,,,,,,,Other
17121,Python,,SQL,,,,Javascript,,,,,,
17122,Python,,SQL,,C++,,Javascript,,,,,,
17123,Python,,SQL,,,Java,,,,,,,
17124,Python,,,C,C++,,,,,,,,
17125,Python,,,,C++,,,,,,,,
17126,,R,,,,,,,,,,,
17127,Python,,,C,C++,,,,,,,,
17128,Python,,SQL,,,,,,,,,,
17129,Python,,,,,,,,,,,,
17130,,,,,,,,,,,,,
17131,Python,R,SQL,,,,,,,Bash,,,
17132,,,,,,,,,,,,,
17133,Python,,,,,,,,,,,,
17134,Python,,SQL,,,,,,,,,,Other
17135,Python,,SQL,,,,Javascript,,,,,,
17136,Python,,,,,,Javascript,,,,,,
17137,Python,R,,,,,,,,,,,
17138,Python,,,,,,,,,,,,
17139,Python,,,C,C++,,,,,Bash,,,
17140,,R,,,,,,,,,,,
17141,Python,,,,C++,,,,,,,,
17142,,,,,,,,,,,,,
17143,Python,,SQL,,,Java,,,,,,,Other
17144,,,,,,,,,,,,,
17145,Python,R,SQL,,,,,,,,,,
17146,Python,,,,,,,,,,,,
17147,Python,,,,,,,,,,MATLAB,,
17148,Python,,,,,,,,,,,,
17149,Python,,,,,,,,,,,,
17150,,,,,,,,,,,,,
17151,Python,,,C,C++,,,,,,MATLAB,,
17152,Python,,,,,,,,,,,,
17153,Python,,SQL,,,,,,,Bash,,,Other
17154,Python,,,,,,,,,,,,
17155,Python,,,,,,,,,,,,
17156,Python,,SQL,,,,,,,Bash,,,
17157,,R,,,,,,,,Bash,MATLAB,,
17158,Python,R,SQL,C,C++,,Javascript,,,,MATLAB,,
17159,Python,,,,,,,,,,MATLAB,,
17160,,,SQL,,,Java,,,,,,,Other
17161,Python,,SQL,C,C++,Java,Javascript,,,,,,
17162,Python,,,C,,,,,,,MATLAB,,
17163,Python,,,,,,Javascript,,,,,,Other
17164,,,,,,,,,,,,,
17165,Python,,,,,,,,,,,,
17166,Python,,SQL,,,Java,Javascript,,,,,,
17167,,,,,,,,,,,,,
17168,Python,,SQL,,,,,,,,,,
17169,Python,,,,,,Javascript,,,,,,
17170,Python,,,,,,,,,,,,
17171,Python,R,SQL,,,,,,,Bash,,,
17172,Python,,,C,,,,,,,,,
17173,Python,,,,,,,,,,,,Other
17174,Python,,,,,,,,,,,,
17175,Python,,SQL,,,,,,,,,,Other
17176,Python,,SQL,,,,,,,,,,
17177,Python,R,SQL,,C++,Java,,,,,,,
17178,Python,,,,,,,,,,,,
17179,Python,,,,,,,,,,MATLAB,,
17180,Python,,SQL,C,C++,,,,,Bash,,,
17181,,R,SQL,,,,,,,,,,
17182,Python,,,,C++,,,,,,,,
17183,Python,,SQL,,,,,,,,,,
17184,Python,,,,,,,,,,,,
17185,Python,,SQL,,,Java,Javascript,,,,,,
17186,Python,R,,,,,,,,,,,
17187,,,,,,,,,,,,,
17188,Python,,SQL,,,,Javascript,,,,,,
17189,Python,,,C,C++,,,,,,,,
17190,Python,R,,,,,Javascript,,,,,,Other
17191,Python,,,,,,,,,,,,
17192,Python,,SQL,,,,,,,,,,
17193,Python,,SQL,,C++,Java,,,,Bash,,,Other
17194,Python,,SQL,,,,,,,,,,
17195,Python,,,,C++,,,,,,,,
17196,Python,,SQL,,,,,,,,MATLAB,,
17197,,,,,,,,,,,,,
17198,Python,,,,,,,,,,,,
17199,Python,,SQL,,,,,,,,,,
17200,,R,,,,,,,,,,,Other
17201,Python,,SQL,,,,,,,,,,
17202,Python,,,,,,,,,,,,
17203,,R,,,,,,,,,,,
17204,Python,R,,,,,,,,,,,
17205,Python,R,SQL,,C++,,,,,,,,
17206,Python,R,,,,,,,,Bash,,,Other
17207,Python,,,,C++,Java,,,,,,,
17208,Python,,,,C++,,,,,,,,
17209,Python,,,C,C++,Java,,,,,,,
17210,Python,,,C,C++,,,,,,MATLAB,,
17211,Python,,SQL,,,,,,,,,,
17212,Python,R,SQL,,C++,,,,,,,,
17213,Python,R,,,,Java,,,,,,,
17214,Python,,,,,,,,,,,,
17215,Python,,,,,,,,,,,,
17216,,,,,,,,,,,,,
17217,Python,,,,C++,,,,,,,,
17218,Python,,SQL,C,,,,,,Bash,,,
17219,Python,,,,,,,,,,,,
17220,,,,,,,,,,,,,
17221,Python,R,SQL,,,,Javascript,,Swift,Bash,,,
17222,Python,,SQL,,,,,,,,,,
17223,Python,,SQL,,,,,,,,,,
17224,Python,,,,,,,,,,,,
17225,,,,,C++,Java,,,,,,,
17226,Python,R,,C,,,,,,,,,
17227,Python,R,,,,,,,,,MATLAB,,
17228,,R,SQL,,,,,,,,,,
17229,Python,,SQL,,,,,,,Bash,,,Other
17230,Python,,SQL,,,,,,,Bash,,,
17231,,,,C,C++,,Javascript,,,,,,
17232,Python,,,,,,,,,,,,
17233,,,,,,,,,,,,,
17234,Python,R,,,,,,,,,,,
17235,Python,,SQL,,,,Javascript,,,Bash,,,Other
17236,Python,R,SQL,C,C++,,,,,,,,
17237,,,,,C++,,,,,,,,
17238,,R,SQL,,,,,,,,,,Other
17239,Python,,SQL,,,,,,,,,,
17240,Python,R,SQL,,,,,,,,,,
17241,Python,,,,,,,,,,,,
17242,,,,,,,,,,,,,
17243,Python,,,,,,,,,,,,
17244,Python,,,,,,,,,,,,
17245,Python,,,,,,,,,Bash,,,Other
17246,Python,,,C,,,,,,,MATLAB,,
17247,Python,,,,,Java,,,,,,,
17248,,,SQL,,,,,,,,,,Other
17249,,,SQL,,,,,,,,,,
17250,Python,,,,,Java,,,,,,,
17251,Python,,,C,C++,,Javascript,,,,,,
17252,Python,,SQL,,,,,,,,,,
17253,Python,,SQL,,,,,,,,,,
17254,Python,,,,,,,,,,,,
17255,,,,,,,,,,,,,
17256,Python,,,,,,Javascript,,,,,,
17257,Python,R,SQL,,,,,,,,,,
17258,Python,,,,,,,,,Bash,,,
17259,,,,,,,,,,,,,
17260,Python,,,,,Java,,,,,MATLAB,,
17261,Python,,,,,,,,,,,,
17262,Python,,,,,,,,,,,,
17263,Python,,,,,,,,,,,,
17264,Python,,SQL,,C++,,,,,,,,Other
17265,Python,R,,,,Java,,,,,,,
17266,Python,,,,,,,,,,,,
17267,Python,,SQL,,,Java,,,,,,,
17268,Python,R,,C,,,Javascript,,,,,,
17269,,,SQL,,,,,,,,,,Other
17270,Python,,,C,C++,,,,,,,,
17271,Python,R,SQL,,,,,,,,,,
17272,Python,,,,,,Javascript,,,,,,
17273,,,SQL,,,,,,,,,,
17274,Python,R,,,,,,,,,,,
17275,Python,,,,,,,,,,,,
17276,Python,R,,,,,,,,,,,
17277,,,,,,,,,,,,,
17278,Python,R,,,,,Javascript,,,,,,
17279,Python,,SQL,,,,,,,,,,
17280,Python,R,SQL,,,,,,,,,,
17281,,,,,,,,,,,,None,
17282,Python,R,SQL,C,,Java,,,,Bash,MATLAB,,Other
17283,,R,SQL,,,Java,Javascript,,,,,,
17284,Python,,,,,,,,,,,,
17285,Python,,,,,,,,,,,,
17286,Python,,SQL,,,Java,Javascript,,,,,,
17287,Python,R,SQL,,C++,,Javascript,,Swift,Bash,,,
17288,,,,,,,,,,,,,
17289,Python,,,C,C++,,,,,,,,
17290,Python,,SQL,,,,,,,,,,
17291,,,,,,,,,,,,,
17292,,,SQL,,,,,,,,,,Other
17293,Python,,,,,,,,,,,,
17294,Python,,SQL,,,Java,,,,,,,
17295,Python,,,C,,Java,,,,,,,
17296,,,SQL,,,,,,,,,,Other
17297,Python,,,,C++,,Javascript,,,,,,Other
17298,Python,R,SQL,,,,,,,,,,
17299,Python,,,,,,,,,,,,
17300,Python,,SQL,,,,,,,,,,
17301,Python,,,,,,,,,,MATLAB,,
17302,Python,,SQL,,,,,,,,,,
17303,,,,,,,,,,,,,
17304,Python,,,C,,Java,,,,,MATLAB,,
17305,Python,,,,,,,,,,,,
17306,,R,,,,,,,,,,,
17307,Python,,,C,,,,,,,MATLAB,,
17308,,,,,,,,,,,,,
17309,,R,SQL,C,C++,Java,Javascript,,,,,,
17310,Python,,,C,C++,,,,,,,,
17311,,R,,,,,,,,,,,
17312,Python,R,SQL,,,,,,,,,,
17313,,,,,,,,,,Bash,,,Other
17314,,R,,,,,,,,,,,
17315,Python,,,,,,,,,,,,
17316,,,,,,,,,,,,,
17317,,,,,,,,,,,,,
17318,,,SQL,,,,Javascript,,,,,,
17319,Python,,,,,,,,,,,,
17320,,,,C,,,,,,,MATLAB,,
17321,,,,,,,,,,,,,
17322,Python,R,,,,,,,,,,,
17323,Python,,,,,,,,,,,,
17324,Python,,SQL,,,,,,,,,,
17325,,,,,,,,,,,,None,
17326,Python,,,,,,Javascript,,,,,,
17327,Python,,SQL,,,,,,,,,,
17328,,,,,,Java,,,,,,,
17329,Python,,,,,,,,,,,,
17330,Python,,,,,,,,,,MATLAB,,
17331,Python,R,SQL,,,,,,,,,,
17332,,R,SQL,C,C++,Java,Javascript,,,,,,
17333,Python,,,,C++,,,,,,,,
17334,Python,,,,,,,,,,,,
17335,Python,,SQL,,,,,,,,,,
17336,Python,,SQL,C,,,,,,,,,
17337,Python,R,,,,,,,,Bash,,,
17338,Python,,,,,,,,,,,,
17339,,R,SQL,,,,Javascript,,,,,,
17340,Python,,,C,C++,Java,Javascript,,,,,,
17341,Python,R,SQL,,,,,Julia,,Bash,,,
17342,Python,R,,,,,,,,,,,
17343,,,,,,,,,,,,,Other
17344,Python,,SQL,,,Java,Javascript,,,,,,
17345,,,,,,,Javascript,,,,,,
17346,,,,,C++,,,,,,,,
17347,Python,,,,,,,,,,,,
17348,Python,,SQL,,,,,,,,,,
17349,Python,,,C,C++,,,,,,,,
17350,Python,,SQL,,C++,,,,,,,,
17351,Python,,SQL,C,C++,Java,Javascript,,,,,,
17352,,R,,,,,Javascript,,,,,,Other
17353,,R,SQL,,,,,,,,MATLAB,,
17354,Python,,,,,,,,,,,,
17355,Python,,,,,,,,,,,,
17356,,,,,,Java,,,,,,,
17357,Python,,SQL,,,Java,,,,,,,
17358,Python,,,,,,,,,,,,
17359,Python,,,C,C++,,,,,,,,
17360,,,,,,,,,Swift,,,,Other
17361,Python,,,,,,,,,,,,
17362,,,SQL,,,,,,,,,,
17363,Python,,SQL,,,,,,,Bash,,,
17364,Python,R,SQL,,,,,,,Bash,,,
17365,Python,,,,C++,,,,,,,,
17366,Python,R,SQL,,,,,,,,,,
17367,,,SQL,C,C++,Java,Javascript,,,,MATLAB,,
17368,Python,,,,,,,,,,MATLAB,,
17369,,R,,,,,,,,,,,
17370,Python,R,SQL,C,,,,,,,MATLAB,,
17371,Python,R,SQL,,C++,,,,,,,,
17372,Python,R,,,,,Javascript,,,,,,
17373,,,,,,,,,,,,,
17374,,,,,,,,,,,,,
17375,Python,R,,,,,,,,,,,
17376,Python,,,,,,,,,,,,
17377,Python,,,,C++,,,,,,,,
17378,Python,R,,C,,Java,Javascript,,,,,,
17379,Python,,,,C++,Java,,,,,,,
17380,Python,R,,,,,,,,Bash,,,
17381,Python,R,,,,,,,,,,,
17382,Python,,SQL,,,,,,,,,,Other
17383,,,SQL,,,,,,,,,,
17384,Python,,SQL,,,,,,,,,,
17385,Python,,,,,Java,,,,,,,
17386,Python,R,SQL,,,,,,,Bash,,,Other
17387,Python,R,,C,,,,,,,,,
17388,Python,R,,,,,,,,,,,
17389,Python,R,,,,,Javascript,,,,,,
17390,Python,R,,,,,Javascript,,,,,,
17391,Python,,,,,,,,,,MATLAB,,
17392,Python,,SQL,,,,,,,,,,
17393,,,,,,,,,,,,,
17394,,,,,,,,,,,,,
17395,,,,,,,,,,,,,
17396,Python,R,SQL,,,,,,,,,,
17397,Python,,SQL,,,,,,,Bash,,,Other
17398,,,,,,,,,,,,,
17399,,,,C,,,,,,,,,
17400,Python,R,,C,C++,Java,,,,,,,
17401,,,,C,C++,,,,,,,,
17402,Python,,,,,,,,,,,,
17403,Python,,,,C++,,,,,,MATLAB,,
17404,Python,,,C,C++,Java,,,,,,,
17405,Python,,SQL,,,Java,,,,,,,
17406,Python,,SQL,C,C++,,,,,,,,
17407,Python,,SQL,,,,,,,,,,
17408,Python,R,SQL,C,,,Javascript,,,Bash,,,
17409,Python,,SQL,,,Java,Javascript,,,Bash,,,Other
17410,Python,,,,,,,,,,,,
17411,,,,,C++,,,,,,,,
17412,Python,,,,,,,,,,MATLAB,,
17413,Python,,,,,,Javascript,,,,,,
17414,Python,R,SQL,,C++,,,,,,,,
17415,,R,,,,,,,,,,,
17416,Python,,,,C++,,,,,,,,
17417,Python,R,SQL,,,Java,,,,,,,
17418,Python,R,,,,,,,,,,,
17419,,,,,,,,,,,,,
17420,,,,,C++,Java,Javascript,,,,,,
17421,,,,,,,,,,,,,
17422,Python,R,SQL,,,,,,,,MATLAB,,Other
17423,Python,,,,,,,,,,,,
17424,Python,,,,,,,,,,MATLAB,,
17425,Python,R,SQL,,,,,,,,,,
17426,,,SQL,,,Java,Javascript,,,,,,
17427,,,,,,,,,,,,,
17428,Python,R,SQL,,,,,,,,MATLAB,,
17429,Python,,,,,,,,,,,,
17430,Python,R,,,,,,,,,,,
17431,Python,R,SQL,,,,Javascript,,,,,,
17432,Python,,,,,,,,,,,,
17433,Python,,SQL,,,,,,,,,,
17434,,R,,,,,,,,,,,
17435,,R,,,,,,,,,,,
17436,Python,,,,,,,,,,,,
17437,Python,,,C,C++,,,Julia,,,,,
17438,Python,R,SQL,,,,,,,,,,
17439,Python,,,,,,,,,,,,
17440,,,,,,,,,,,,,
17441,Python,R,SQL,,,,,,,,,,
17442,Python,,,,C++,,,,,,,,Other
17443,Python,,SQL,,,Java,,,,Bash,,,
17444,Python,,,C,C++,,,,,,,,
17445,,,SQL,,,,,,Swift,,,,Other
17446,Python,,,,,,,,,,,,
17447,Python,,SQL,C,C++,Java,Javascript,,,,,,
17448,,,,C,,Java,,,,,,,
17449,,,,,,,,,,,,None,
17450,,,,,,,,,,,,,
17451,Python,,,,,,,,,,,,
17452,Python,,,,,,,,,,,,
17453,Python,,SQL,,C++,,,,,,,,
17454,Python,,,C,,,Javascript,,,Bash,,,
17455,Python,,SQL,,,,Javascript,,,,,,
17456,Python,,,,,,,,,,,,
17457,,R,,,,,,,,,,,
17458,Python,,,C,,Java,,,,,,,
17459,Python,,SQL,C,C++,,Javascript,,,,,,
17460,Python,,SQL,,,,,,,,,,
17461,,,,,C++,,,,,,,,
17462,Python,,SQL,,,Java,Javascript,,,,,,
17463,Python,,SQL,C,,Java,,,,Bash,,,
17464,,,,,,,,,,,,,
17465,,,,,,Java,,,,,,,
17466,Python,,,,,,,,,,,,
17467,Python,,SQL,,,,,,,,,,Other
17468,Python,,SQL,,,Java,,,,,,,
17469,Python,,,,C++,Java,,,,,,,
17470,Python,,SQL,,,,,,,,,,
17471,Python,,SQL,,,,,,,,,,
17472,Python,,,,,,Javascript,,,,,,
17473,Python,R,,,,,,,,,,,
17474,Python,,SQL,,C++,,,,,,,,
17475,Python,,,,,,,,,,,,
17476,Python,R,,,,Java,,,,,,,
17477,,,,,,,,,,,,,
17478,Python,R,SQL,C,C++,,Javascript,,,,,,
17479,,,SQL,,,Java,,,,,,,
17480,Python,R,,,,,,,,,,,Other
17481,Python,,SQL,,,,,,,,,,Other
17482,Python,,SQL,,,,,,,,,,
17483,Python,R,SQL,,,,,,,Bash,,,
17484,Python,,,,,,Javascript,,,,,,Other
17485,Python,R,,,,,,,,Bash,,,
17486,Python,,,,,,,,,,MATLAB,,
17487,,,,,,,,,,,,None,
17488,Python,,,,,,,,,,,,
17489,Python,,SQL,,,,,,,,,,
17490,Python,,,,C++,,,,,,MATLAB,,
17491,Python,,,C,C++,,,,,,,,
17492,Python,,SQL,,,,Javascript,,Swift,,,,
17493,Python,,SQL,,,,,,,,,,Other
17494,,,,,,,,,,,,,
17495,Python,,SQL,,C++,,,,,,MATLAB,,
17496,Python,R,SQL,,,,,,,,,,
17497,Python,,,,,,,,,,,,
17498,Python,,SQL,C,C++,,,,,,,,
17499,Python,,,,,,Javascript,,,,,,Other
17500,Python,,SQL,,C++,,,,,,,,
17501,,,,,C++,,,,,,,,
17502,Python,,,C,C++,,,,,Bash,MATLAB,,
17503,,,,,,,,,,,,,Other
17504,,,,,,,,,,,,,
17505,Python,,,,,,,,,,,,
17506,Python,,,,,,Javascript,,,,,,
17507,Python,,,C,,,,,,,,,
17508,Python,R,SQL,,,,,,,,,,
17509,Python,,SQL,,,,,,,,,,Other
17510,Python,,SQL,,,,,,,,,,
17511,Python,,SQL,,,,,,,,,,
17512,,,,,,,,,,,,,Other
17513,Python,,,,,,,,,,,,
17514,Python,R,,,,,,,,,,,
17515,Python,,SQL,,,,,,,,,,
17516,Python,,,,,Java,,,,,,,
17517,Python,R,SQL,C,,,,,,,,,
17518,Python,,SQL,,,,,,,,,,
17519,Python,,,,,,,,,,MATLAB,,
17520,Python,,SQL,,C++,,,,,,,,Other
17521,,,,,,,,,,,,,
17522,Python,,,,,Java,,,,,,,
17523,Python,,SQL,,,,,,,,,,Other
17524,Python,R,SQL,,,,,,,,,,
17525,Python,,SQL,,C++,,,,,,,,Other
17526,Python,,,C,C++,Java,,,,,,,
17527,,,,,,,,,,,,,
17528,Python,,SQL,,,,,,,,,,
17529,Python,R,,,,,Javascript,,,,,,
17530,Python,R,,,,,,,,Bash,,,Other
17531,Python,,,,,,,,,,,,
17532,Python,,,C,C++,,,,,,,,
17533,,,SQL,,,,,,,,,,Other
17534,,,,,,,,,,,,,
17535,Python,R,,,,,,,,,,,
17536,Python,R,,,,,,,,,,,Other
17537,Python,,,C,,Java,Javascript,,,,MATLAB,,
17538,Python,,,,,,,,,,,,
17539,Python,R,,,,,,,,,,,
17540,Python,,SQL,,C++,Java,Javascript,,,,,,
17541,Python,,,,C++,Java,Javascript,,,,,,
17542,Python,R,SQL,,,,,,,,,,
17543,,,,,,,,,,,,,
17544,,,,,,,,,,,,,
17545,,R,SQL,,,,,,,,,,
17546,Python,,,,,,,,,,MATLAB,,
17547,Python,,,,,,,,,,,,
17548,Python,,SQL,,,,,,,,,,
17549,Python,R,,,,,Javascript,,,,,,Other
17550,Python,R,SQL,,,,,,,,,,
17551,Python,,,,,,,,,,,,
17552,Python,,,,,,,,,,,,
17553,Python,,,,,,,,,,,,
17554,Python,,,,,,,,,,,,
17555,Python,,,,C++,Java,,,,,,,
17556,,,,,,,,,,,,None,
17557,,,SQL,,,,,,,,,,
17558,,R,SQL,,,,,,,,,,Other
17559,,,SQL,,,,,,,,MATLAB,,
17560,Python,,,,,Java,,,,,,,Other
17561,,R,,,,,,,,,,,
17562,Python,,SQL,C,C++,Java,,,,Bash,MATLAB,,Other
17563,Python,,SQL,,,,,,Swift,,,,
17564,,,,,,,,,,,,None,
17565,,,,,,,,,,,,,
17566,Python,,,,,Java,,,,,,,
17567,,,SQL,C,C++,Java,,,,,,,
17568,Python,,,,,,,,,,,,
17569,,,,,,,,,,,,,
